Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
"Associate Technical Program Analyst, New College Grad - Foster City",2025-11-21,https://jobright.ai/jobs/info/69207e9a3f782d2f1afc808b?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Foster City, CA",Visa,10000+,"Banking,Finance","$85,000-$85,000 /yr","1. Bachelor's degree in Computer Science, Computer Engineering, CIS/MIS, Cybersecurity, Business or a related field, graduating May 2025 - August 2026.
2. Strong communication skills, specifically, the absence of repeated grammatical or typographical errors, clear and concise written and spoken communication, and communication that demonstrate professional judgment.",no,
Pricing Analyst,2025-11-21,https://jobright.ai/jobs/info/69209bda00c9ee50eaec6007?utm_source=1100&utm_campaign=Software Engineering,On Site,NYC Metro Area,adMarketplace,51-100,"Ad Network,Advertising",$70000-$80000 /yr,"1. BA/BS degree or equivalent in Statistics, Mathematics, BI, CS, Engineering, or a related field
2. 1+ years of relevant experience in data analysis, business intelligence, or a related field
3. Proven ability to organize large data sets to answer critical questions, extrapolate trends, and tell a story
4. Highly proficient knowledge of Excel (pivot tables, VLOOKUP, formulas, and advanced functions)
5. Experience with SQL and databases
...",not sure,
IT Quality Specialist I,2025-11-21,https://jobright.ai/jobs/info/69207cbe3f782d2f1afc7e18?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Boston, MA
Bedford, MA",Labcorp,10000+,"Biotechnology,Health Care",$25-$27 /hr,"1. Bachelor's Computer Science, Biology, Data Systems, or related field
2. Knowledge of Microsoft Office
3. Excellent Interpersonal, Collaboration, and Communication Skills
4. Knowledge of Compliance Management",not sure,
"Data Scientist I, Customer Delivery Excellence Science",2025-11-21,https://jobright.ai/jobs/info/69209f6500c9ee50eaec6259?utm_source=1100&utm_campaign=Software Engineering,On Site,"Bellevue, WA",Amazon,10000+,"Delivery,E-Commerce",$97500-$185000 /yr,"1. Bachelor's degree or above in a quantitative field such as statistics, mathematics, data science, business analytics, economics, finance, engineering, or computer science",not sure,
Project Coordinator,2025-11-21,https://jobright.ai/jobs/info/6920a20700c9ee50eaec644f?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Miami, FL",Think Tell Junction,1-10,,$25-$35 /hr,"1. Bachelor's degree in Business Administration, Project Management, or a related field
2. Proven experience as a project coordinator or in a similar role
3. Excellent organizational and time management skills
4. Strong communication and interpersonal abilities
5. Proficient in project management software and Microsoft Office Suite
...",not sure,
Full Stack Engineer,2025-11-21,https://jobright.ai/jobs/info/6920a4b4a49a885af9a3da3b?utm_source=1100&utm_campaign=Software Engineering,On Site,"Gainesville, FL",Ridgway Roof Truss Company,11-50,"Building Material,Construction",$60K-$70K /yr,"1. Work experience or projects with our tech stack.
2. Knack for designing high quality UI/UX",not sure,
"Systems Engineer, New College Grad - 2026, Austin",2025-11-21,https://jobright.ai/jobs/info/692098ce3f782d2f1afc9470?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Austin, TX",Visa,10000+,"Banking,Finance",$90000-$90000 /yr,"1. Less than 6 months of relevant work experience with either Bachelor's or Master's degree in Computer Science, Computer Engineering, Data Science, or a related field, graduating May 2025 - August 2026.",no,yes
Customer Support Engineer,2025-11-21,https://jobright.ai/jobs/info/691e73afa49a885af9a28905?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Vancouver, British Columbia, Canada",H2O.ai,251-500,"Analytics,Artificial Intelligence (AI)",CAD80000-CAD100000 /yr,"1. Bachelor’s or a higher education degree in Computer Science/Engineering or related field.
2. Proven experience in Software Engineering with a minimum of 1 year of hands-on experience in a similar role.
3. Understanding of microservices patterns and strong design skills for large scale software development projects.
4. Strong knowledge of Linux operating systems, Bash, file systems, command line, logging, and Linux file permissions.
5. Experience in GoLang, Python, C++, or Java (with a knowledge of Spring framework).
...",not sure,
Cyber Compliance Analyst,2025-11-21,https://jobright.ai/jobs/info/691bf71122a2cb4b9bd17e4f?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Figure,501-1000,"Blockchain,Finance",$80000-$100000 /yr,"1. Familiarity with enterprise IT, networks, common threats, and core security tools.
2. Working knowledge of frameworks such as NIST and NICE for risk and capability mapping.
3. Understanding of data privacy laws and industry-specific regulations.
4. Ability to perform risk assessments, analyze data, and conduct threat modeling.
5. Clear, concise communication of complex technical risk to both technical and executive audiences.",no,
"Analytic Science, Scientist I",2025-11-21,https://jobright.ai/jobs/info/69096f8dbcccf20de59db1b8?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,FICO,1001-5000,"Analytics,Big Data",$77K-$121K /yr,"1. Bachelor's degree in Applied Mathematics, Statistics, Operations Research, Engineering, Computer Science or related technical discipline. Course work in probability, statistics and quantitative methods required.
2. Experience with one or more of R, Python, SAS, SQL, and Java/C++, experience with tools for machine learning and unstructured data analysis (e.g., H2O, Splunk, TensorFlow, etc.) and familiarity with basic software design principles and coding standards and best practices.
3. Experience analyzing large datasets and applying data-cleaning techniques along with performing statistical analyses leading to the understanding of the structure of datasets.
4. Thrives in a dynamic environment and embraces continuous learning opportunities.",not sure,
AI Trainer - COBOL Developer,2025-11-21,https://jobright.ai/jobs/info/6890a189f5ee707a15db830c?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Alignerr,1001-5000,,$15-$150 /hr,"1. Fluency in English with the ability to articulate code and abstract concepts clearly.
2. Bachelor's degree in Computer Science or equivalent. Students are welcome.
3. Interest in AI and machine learning concepts.",no,
Quality Assurance Analyst I,2025-11-21,https://jobright.ai/jobs/info/6920931300c9ee50eaec5929?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Getzville, NY",M&T Bank,10000+,,$20.55-$34.25 /hr,"1. Associates' degree and a minimum of 1 years' work experience in the area supported, or in lieu of a degree a combined minimum of 3 years' higher education and/or work experience, including a minimum of 1 years' work experience in the area supported
2. Proven analytical skills
3. Proven verbal and written communication skills
4. Prior experience with pertinent spreadsheet, word processing, database and presentation software
5. Detail-oriented",not sure,
IT Service Desk Customer Service Agent,2025-11-21,https://jobright.ai/jobs/info/69209125a49a885af9a3cd43?utm_source=1100&utm_campaign=Software Engineering,On Site,"Indianapolis, IN",BioSpace,51-100,"Biotechnology,Communities",$64500-$151800 /yr,"1. Obsession with great customer support.
2. Strong communication, troubleshooting, and problem-solving skills.
3. Working knowledge of ITSM platforms (e.g., ServiceNow), remote desktop tools, and end-user support technologies.
4. Familiarity with enterprise systems such as Windows, macOS, VPN, Office 365, and ServiceNow.
5. Ability to navigate digital tools, automation flows, and remote support platforms.
...",no,
Research Fellow - Gastroenterology and Hepatology,2025-11-21,https://jobright.ai/jobs/info/69209b1e00c9ee50eaec5f8d?utm_source=1100&utm_campaign=Software Engineering,On Site,"Rochester, MN",Mayo Clinic,10000+,"Biotechnology,Health Care","$68,564-$80,210 /yr","1. PhD or equivalent training in computer science, biomedical informatics, or a related field
2. Strong experience in deep learning
3. Passion for improving healthcare delivery through AI",not sure,
Software Engineer,2025-11-21,https://jobright.ai/jobs/info/6920713e3f782d2f1afc71f0?utm_source=1100&utm_campaign=Software Engineering,On Site,"Durham, NC",General Atomics Integrated Intelligence,,,$62460-$105533 /yr,"1. Typically requires a bachelors degree in computer science, information systems or related discipline. May substitute equivalent experience in lieu of education.
2. Familiarity with Java, Scala, or similar programming languages
3. Understanding of basic software development principles and version control systems (e.g., Git)
4. Strong desire to learn and grow in a mission-focused engineering environment
5. Excellent written and verbal communication skills
...",no,
IT Applications Developer - MMIS,2025-11-21,https://jobright.ai/jobs/info/69209829a49a885af9a3d21a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Lincoln, NE",State of Nebraska,,,$29.348-$29.348 /hr,"1. Experience, education, or training in coding computer applications.",no,
Tier 1 Customer Support Specialist,2025-11-21,https://jobright.ai/jobs/info/6920971c00c9ee50eaec5c35?utm_source=1100&utm_campaign=Software Engineering,On Site,"Boston, MA",Thought Industries,101-250,"E-Learning,Education",$50000-$60000 /yr,"1. 1-3 years of experience in technical support or a related field
2. Strong communication skills and the ability to effectively communicate technical information to non-technical customers
3. Strong problem-solving and analytical skills
4. Ability to work independently and in a team environment
5. Strong time-management and prioritization skills
...",not sure,
Stormwater Infrastructure Engineer,2025-11-21,https://jobright.ai/jobs/info/690469ebff462851feff517f?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Arlington, VA",Arlington County Government,1001-5000,"Automotive,Communities",$80724.80-$144892.80 /yr,"1. Bachelor's degree in Civil Engineering or other applicable engineering discipline.
2. No experience is required for Engineer I.
3. Significant professional-level engineering work experience OR Considerable professional-level engineering work experience plus at least 1 of the required certifications for Engineer II.
4. Progressively responsible significant professional-level engineering work experience OR Significant professional-level engineering work experience plus at least 2 of the required certifications for Engineer III.
5. Experience may not be substituted for the Engineering Degree requirement.
...",not sure,
"Associate Technical Business Analyst, New College Grad- 2026",2025-11-21,https://jobright.ai/jobs/info/69209fa63f782d2f1afc98be?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Foster City, CA",Visa,10000+,"Banking,Finance","$85,000-$85,000 /yr","1. Less than 2 years of relevant work experience with either Bachelor's or Master's degree. Degree type in Business, Economics, Finance, Computer Science, CIS/MIS, or a related field, graduating May 2025 - August 2026
2. Strong interpersonal and communications skills, clear and concise written and spoken communications that demonstrate professional judgment.
3. Ability to work independently with strong time management and ability to execute on multiple concurrent deliverables.
4. Solid analytical and problem-solving skills with the ability to adapt quickly to changing priorities and assignments.
5. High attention to detail with ability to synthesize information from multiple sources for a variety of audiences.",no,yes
Technical Support Engineer I,2025-11-21,https://jobright.ai/jobs/info/691f7017a49a885af9a2fd46?utm_source=1100&utm_campaign=Software Engineering,On Site,"Englewood, CO",DISH TV,10000+,"Audio,Satellite Communication",$63K-$80K /yr,"1. College degree and 0-1 years of experience; or 4+ years relevant work experience (eg. Computer Science degree, Network Engineer or Commercial TV Installation experience)
2. Strong understanding of networking and the ability to troubleshoot a network
3. Experience troubleshooting Android products (set top box)
4. Experience reading Android Debug Logs and using ADB
5. Experience reading linux based logs
...",no,yes
"AI Lab: Applied Scientist, Analyst",2025-11-21,https://jobright.ai/jobs/info/69039eaeff462851fefecc7b?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"San Francisco, CA","Morgan, Lewis & Bockius LLP",5001-10000,"Advice,Finance",$80K-$146K /yr,"1. Bachelor’s or advanced degree in computer science, AI, data science, engineering, or a related field.
2. Minimum of 1 year of experience in AI, machine learning, or software development, with demonstrated success in translating technical work into real-world solutions.
3. Proficiency with machine learning frameworks, NLP techniques, and modern AI models (especially LLMs); familiarity with cloud platforms and on-prem setups.
4. Intermediate Python and SQL required; JavaScript or other frontend experience is a plus.
5. Excellent interpersonal and communication skills; ability to work cross-functionally and distill complex concepts for diverse audiences.
...",not sure,
